id	region	population	sex	age	education	income	statusquo	vote
2556	SA	250000	M	33	S	15000	-1.29617	N
2557	SA	250000	F	49	P	35000	0.2803	Y
2559	SA	250000	F	49	P	35000	-1.29617	N
2560	SA	250000	F	18	S	15000	1.25462	Y
2561	SA	250000	M	23	S	NA	-1.26942	N
2562	SA	250000	F	44	P	7500	-1.29617	N
2563	SA	250000	F	23	S	7500	-1.29617	N
2565	SA	250000	M	48	P	NA	1.45187	Y
2566	SA	250000	M	65	S	35000	-1.25656	N
2568	SA	250000	F	47	S	75000	0.8666	Y
2569	SA	250000	F	18	S	75000	0.88085	Y
2570	SA	250000	M	26	PS	NA	-1.29617	N
2571	SA	250000	F	68	P	15000	-0.94732	Y
2572	SA	250000	F	34	S	15000	-0.13523	N
2574	SA	250000	F	37	P	35000	-1.06713	N
2579	SA	250000	M	40	P	7500	-0.7414	Y
2582	SA	250000	F	70	S	NA	1.50394	Y
2583	SA	250000	M	46	PS	125000	0.35459	Y
2585	SA	250000	M	23	S	75000	-1.06529	N
2587	SA	250000	M	70	S	35000	-0.96744	N
2588	SA	250000	M	21	PS	15000	-0.57825	N
2589	SA	250000	M	64	S	35000	-1.29617	N
2590	SA	250000	F	18	S	7500	0.30916	N
2591	SA	250000	M	60	S	35000	-0.99525	N
2592	SA	250000	M	21	S	35000	-0.15297	N
2593	SA	250000	F	29	PS	15000	1.11064	Y
2594	SA	250000	F	36	S	35000	0.28844	Y
2595	SA	250000	F	62	S	15000	1.35	Y
2597	SA	250000	F	44	P	7500	1.20702	Y
2598	SA	250000	F	21	S	35000	-1.25795	N
2599	SA	250000	M	34	S	15000	-0.77873	N
2600	SA	250000	M	39	NA	NA	1.00817	Y
2601	M	62500	M	52	P	35000	1.5877	Y
2602	M	62500	F	33	P	125000	1.59296	Y
2603	M	62500	F	36	PS	15000	1.28539	Y
2604	M	62500	F	60	P	2500	0.14736	Y
2606	M	62500	M	34	S	15000	1.47693	Y
2607	M	62500	F	29	P	15000	0.96567	Y
2608	M	62500	F	32	P	2500	-1.16306	N
2609	M	62500	F	46	P	7500	-1.22114	Y
2611	M	62500	M	39	S	35000	0.76436	Y
2613	M	62500	F	22	S	35000	-0.70446	N
2614	M	62500	M	60	S	15000	-1.29617	N
2615	M	62500	F	38	P	15000	1.28086	Y
2616	M	62500	M	27	P	15000	-1.22876	N
2619	M	62500	M	25	S	7500	0.83264	Y
2623	M	15000	F	18	S	35000	1.28615	Y
2626	M	15000	M	18	S	35000	-0.50889	Y
2630	M	15000	M	65	P	35000	0.43236	Y
2634	M	15000	M	26	S	15000	-1.08862	N
2635	M	15000	F	26	PS	35000	-1.29617	N
2640	M	15000	M	36	S	NA	-0.57165	N
2642	M	25000	M	32	S	NA	0.75873	Y
2644	M	25000	F	40	S	35000	-0.67588	N
2646	M	25000	F	19	P	7500	-0.5399	N
2650	M	25000	M	60	P	35000	-0.98577	N
2652	M	25000	M	32	P	35000	1.29393	Y
2653	M	25000	F	42	P	7500	1.43577	Y
2657	M	25000	F	55	P	7500	-0.33917	Y
2661	M	87500	F	55	S	35000	1.44322	Y
2662	M	87500	M	27	S	75000	1.24288	N
2663	M	87500	F	40	S	15000	-0.09014	Y
2664	M	87500	M	42	S	75000	-0.43601	N
2665	M	87500	F	21	S	35000	0.95741	Y
2666	M	87500	M	18	S	15000	0.16797	N
2669	M	87500	F	67	P	7500	-1.29617	N
2670	M	87500	M	33	P	15000	-1.02512	Y
2671	M	87500	M	42	PS	125000	1.318	Y
2672	M	87500	F	27	S	35000	1.47693	Y
2673	M	87500	F	36	PS	75000	1.29875	Y
2675	M	87500	M	21	S	75000	-0.49903	N
2676	M	87500	M	26	S	15000	0.51739	Y
2678	M	87500	F	41	P	35000	1.54243	Y
2679	M	87500	F	57	P	35000	1.54947	Y
2680	M	87500	F	21	P	35000	1.35	Y
2681	M	15000	M	34	P	15000	-1.33066	N
2682	M	15000	M	51	P	7500	-1.25795	N
2683	M	15000	F	25	P	2500	0.35489	Y
2686	M	15000	F	62	P	15000	1.44059	Y
2687	M	15000	M	32	S	15000	1.51655	Y
2688	M	15000	F	43	P	35000	-0.17755	Y
2689	M	15000	M	56	P	15000	1.46057	Y
2691	M	15000	M	20	P	35000	0.85425	Y
2692	M	15000	F	21	S	35000	1.22231	Y
2696	M	15000	M	42	P	15000	-1.26247	N
2697	M	15000	F	28	P	15000	1.3295	Y
2698	M	15000	F	44	P	75000	1.42045	Y
2700	M	15000	M	20	PS	35000	1.38179	Y
